agent,period,subsidy,state,action,next_state
221.0,8.0,0.4,1.0,0.0,1.0
221.0,9.0,0.4,1.0,0.0,2.0
221.0,10.0,0.4,2.0,0.0,2.0
221.0,11.0,0.4,2.0,1.0,0.0
221.0,12.0,0.4,0.0,0.0,1.0
221.0,13.0,0.4,1.0,0.0,1.0
221.0,14.0,0.4,1.0,0.0,1.0
221.0,15.0,0.4,1.0,1.0,0.0
221.0,16.0,0.4,0.0,0.0,1.0
221.0,17.0,0.4,1.0,0.0,2.0
221.0,18.0,0.4,2.0,1.0,0.0
221.0,19.0,0.4,0.0,0.0,0.0
221.0,20.0,0.4,0.0,0.0,1.0
221.0,21.0,0.4,1.0,0.0,2.0
221.0,22.0,0.4,2.0,1.0,1.0
221.0,23.0,0.4,1.0,0.0,2.0
221.0,24.0,0.4,2.0,0.0,2.0
221.0,25.0,0.4,2.0,1.0,0.0
221.0,26.0,0.4,0.0,0.0,1.0
221.0,27.0,0.4,1.0,0.0,2.0
221.0,28.0,0.4,2.0,1.0,0.0
221.0,29.0,0.4,0.0,0.0,1.0
221.0,30.0,0.4,1.0,1.0,0.0
221.0,31.0,0.4,0.0,0.0,1.0
221.0,32.0,0.4,1.0,1.0,0.0
221.0,33.0,0.4,0.0,0.0,1.0
221.0,34.0,0.4,1.0,0.0,2.0
222.0,0.0,0.0,2.0,1.0,0.0
222.0,1.0,0.0,0.0,0.0,0.0
222.0,2.0,0.0,0.0,0.0,1.0
222.0,3.0,0.0,1.0,0.0,2.0
222.0,4.0,0.0,2.0,1.0,0.0
222.0,5.0,0.0,0.0,0.0,1.0
222.0,6.0,0.0,1.0,0.0,2.0
222.0,7.0,0.0,2.0,0.0,3.0
222.0,8.0,0.0,3.0,1.0,0.0
222.0,9.0,0.0,0.0,0.0,1.0
222.0,10.0,0.0,1.0,0.0,1.0
222.0,11.0,0.0,1.0,1.0,0.0
222.0,12.0,0.0,0.0,0.0,1.0
222.0,13.0,0.0,1.0,0.0,2.0
222.0,14.0,0.0,2.0,1.0,0.0
222.0,15.0,0.0,0.0,0.0,1.0
222.0,16.0,0.0,1.0,1.0,1.0
222.0,17.0,0.0,1.0,0.0,2.0
222.0,18.0,0.0,2.0,0.0,2.0
222.0,19.0,0.0,2.0,1.0,0.0
222.0,20.0,0.0,0.0,0.0,1.0
222.0,21.0,0.0,1.0,1.0,0.0
222.0,22.0,0.0,0.0,0.0,1.0
222.0,23.0,0.0,1.0,0.0,2.0
222.0,24.0,0.0,2.0,1.0,0.0
222.0,25.0,0.0,0.0,0.0,1.0
222.0,26.0,0.0,1.0,0.0,2.0
222.0,27.0,0.0,2.0,0.0,3.0
222.0,28.0,0.0,3.0,0.0,4.0
222.0,29.0,0.0,4.0,0.0,4.0
222.0,30.0,0.0,4.0,1.0,0.0
222.0,31.0,0.0,0.0,0.0,1.0
222.0,32.0,0.0,1.0,0.0,2.0
222.0,33.0,0.0,2.0,1.0,1.0
222.0,34.0,0.0,1.0,0.0,2.0
223.0,0.0,0.4,3.0,1.0,0.0
223.0,1.0,0.4,0.0,0.0,1.0
223.0,2.0,0.4,1.0,0.0,1.0
223.0,3.0,0.4,1.0,1.0,0.0
223.0,4.0,0.4,0.0,0.0,1.0
223.0,5.0,0.4,1.0,0.0,1.0
223.0,6.0,0.4,1.0,1.0,0.0
223.0,7.0,0.4,0.0,0.0,1.0
223.0,8.0,0.4,1.0,1.0,0.0
223.0,9.0,0.4,0.0,0.0,1.0
223.0,10.0,0.4,1.0,0.0,1.0
223.0,11.0,0.4,1.0,0.0,2.0
223.0,12.0,0.4,2.0,0.0,3.0
223.0,13.0,0.4,3.0,1.0,0.0
223.0,14.0,0.4,0.0,0.0,0.0
223.0,15.0,0.4,0.0,0.0,0.0
223.0,16.0,0.4,0.0,0.0,1.0
223.0,17.0,0.4,1.0,0.0,1.0
223.0,18.0,0.4,1.0,0.0,1.0
223.0,19.0,0.4,1.0,0.0,2.0
223.0,20.0,0.4,2.0,0.0,3.0
223.0,21.0,0.4,3.0,1.0,1.0
223.0,22.0,0.4,1.0,0.0,1.0
223.0,23.0,0.4,1.0,0.0,2.0
223.0,24.0,0.4,2.0,0.0,2.0
223.0,25.0,0.4,2.0,0.0,3.0
223.0,26.0,0.4,3.0,1.0,0.0
223.0,27.0,0.4,0.0,0.0,1.0
223.0,28.0,0.4,1.0,0.0,2.0
223.0,29.0,0.4,2.0,1.0,0.0
223.0,30.0,0.4,0.0,0.0,1.0
223.0,31.0,0.4,1.0,0.0,2.0
223.0,32.0,0.4,2.0,1.0,1.0
223.0,33.0,0.4,1.0,1.0,0.0
223.0,34.0,0.4,0.0,0.0,1.0
224.0,0.0,0.0,2.0,1.0,0.0
224.0,1.0,0.0,0.0,0.0,1.0
224.0,2.0,0.0,1.0,0.0,1.0
224.0,3.0,0.0,1.0,0.0,2.0
224.0,4.0,0.0,2.0,0.0,3.0
224.0,5.0,0.0,3.0,1.0,0.0
224.0,6.0,0.0,0.0,0.0,1.0
224.0,7.0,0.0,1.0,0.0,2.0
224.0,8.0,0.0,2.0,0.0,3.0
224.0,9.0,0.0,3.0,0.0,4.0
224.0,10.0,0.0,4.0,1.0,0.0
224.0,11.0,0.0,0.0,0.0,1.0
224.0,12.0,0.0,1.0,0.0,2.0
224.0,13.0,0.0,2.0,0.0,2.0
224.0,14.0,0.0,2.0,0.0,3.0
224.0,15.0,0.0,3.0,1.0,0.0
224.0,16.0,0.0,0.0,0.0,0.0
224.0,17.0,0.0,0.0,0.0,1.0
224.0,18.0,0.0,1.0,0.0,1.0
224.0,19.0,0.0,1.0,0.0,1.0
224.0,20.0,0.0,1.0,0.0,2.0
224.0,21.0,0.0,2.0,0.0,3.0
224.0,22.0,0.0,3.0,1.0,0.0
224.0,23.0,0.0,0.0,1.0,0.0
224.0,24.0,0.0,0.0,0.0,1.0
224.0,25.0,0.0,1.0,0.0,2.0
224.0,26.0,0.0,2.0,1.0,0.0
224.0,27.0,0.0,0.0,0.0,1.0
224.0,28.0,0.0,1.0,0.0,1.0
224.0,29.0,0.0,1.0,0.0,1.0
224.0,30.0,0.0,1.0,0.0,2.0
224.0,31.0,0.0,2.0,0.0,3.0
224.0,32.0,0.0,3.0,1.0,1.0
224.0,33.0,0.0,1.0,0.0,2.0
224.0,34.0,0.0,2.0,1.0,0.0
225.0,0.0,0.4,0.0,0.0,1.0
225.0,1.0,0.4,1.0,1.0,0.0
225.0,2.0,0.4,0.0,0.0,1.0
225.0,3.0,0.4,1.0,0.0,2.0
225.0,4.0,0.4,2.0,0.0,3.0
225.0,5.0,0.4,3.0,0.0,4.0
225.0,6.0,0.4,4.0,0.0,4.0
225.0,7.0,0.4,4.0,1.0,0.0
225.0,8.0,0.4,0.0,0.0,1.0
225.0,9.0,0.4,1.0,0.0,2.0
225.0,10.0,0.4,2.0,0.0,3.0
225.0,11.0,0.4,3.0,1.0,0.0
225.0,12.0,0.4,0.0,1.0,0.0
225.0,13.0,0.4,0.0,0.0,1.0
225.0,14.0,0.4,1.0,0.0,2.0
225.0,15.0,0.4,2.0,0.0,3.0
225.0,16.0,0.4,3.0,1.0,0.0
225.0,17.0,0.4,0.0,0.0,1.0
225.0,18.0,0.4,1.0,0.0,1.0
225.0,19.0,0.4,1.0,0.0,1.0
225.0,20.0,0.4,1.0,0.0,1.0
225.0,21.0,0.4,1.0,0.0,2.0
225.0,22.0,0.4,2.0,0.0,3.0
225.0,23.0,0.4,3.0,0.0,4.0
225.0,24.0,0.4,4.0,1.0,0.0
225.0,25.0,0.4,0.0,1.0,0.0
225.0,26.0,0.4,0.0,0.0,0.0
225.0,27.0,0.4,0.0,0.0,1.0
225.0,28.0,0.4,1.0,1.0,0.0
225.0,29.0,0.4,0.0,0.0,1.0
225.0,30.0,0.4,1.0,0.0,2.0
225.0,31.0,0.4,2.0,1.0,0.0
225.0,32.0,0.4,0.0,0.0,1.0
225.0,33.0,0.4,1.0,0.0,2.0
225.0,34.0,0.4,2.0,0.0,3.0
226.0,0.0,0.0,2.0,0.0,2.0
226.0,1.0,0.0,2.0,0.0,3.0
226.0,2.0,0.0,3.0,0.0,4.0
226.0,3.0,0.0,4.0,1.0,0.0
226.0,4.0,0.0,0.0,0.0,1.0
226.0,5.0,0.0,1.0,1.0,0.0
226.0,6.0,0.0,0.0,0.0,0.0
226.0,7.0,0.0,0.0,0.0,1.0
226.0,8.0,0.0,1.0,0.0,1.0
226.0,9.0,0.0,1.0,1.0,0.0
226.0,10.0,0.0,0.0,0.0,1.0
226.0,11.0,0.0,1.0,0.0,2.0
226.0,12.0,0.0,2.0,1.0,0.0
226.0,13.0,0.0,0.0,0.0,1.0
226.0,14.0,0.0,1.0,0.0,2.0
226.0,15.0,0.0,2.0,1.0,0.0
226.0,16.0,0.0,0.0,1.0,0.0
226.0,17.0,0.0,0.0,1.0,0.0
226.0,18.0,0.0,0.0,0.0,1.0
226.0,19.0,0.0,1.0,1.0,0.0
226.0,20.0,0.0,0.0,0.0,0.0
226.0,21.0,0.0,0.0,1.0,1.0
226.0,22.0,0.0,1.0,0.0,2.0
226.0,23.0,0.0,2.0,0.0,3.0
226.0,24.0,0.0,3.0,0.0,4.0
226.0,25.0,0.0,4.0,0.0,4.0
226.0,26.0,0.0,4.0,1.0,0.0
226.0,27.0,0.0,0.0,0.0,0.0
226.0,28.0,0.0,0.0,0.0,1.0
226.0,29.0,0.0,1.0,0.0,2.0
226.0,30.0,0.0,2.0,1.0,0.0
226.0,31.0,0.0,0.0,0.0,1.0
226.0,32.0,0.0,1.0,0.0,2.0
226.0,33.0,0.0,2.0,0.0,3.0
226.0,34.0,0.0,3.0,0.0,4.0
227.0,0.0,0.4,1.0,0.0,2.0
227.0,1.0,0.4,2.0,1.0,0.0
227.0,2.0,0.4,0.0,0.0,1.0
227.0,3.0,0.4,1.0,0.0,2.0
227.0,4.0,0.4,2.0,1.0,0.0
227.0,5.0,0.4,0.0,1.0,0.0
227.0,6.0,0.4,0.0,0.0,1.0
227.0,7.0,0.4,1.0,1.0,0.0
227.0,8.0,0.4,0.0,1.0,0.0
227.0,9.0,0.4,0.0,1.0,1.0
227.0,10.0,0.4,1.0,0.0,1.0
227.0,11.0,0.4,1.0,0.0,2.0
227.0,12.0,0.4,2.0,1.0,0.0
227.0,13.0,0.4,0.0,0.0,1.0
227.0,14.0,0.4,1.0,1.0,0.0
227.0,15.0,0.4,0.0,0.0,1.0
227.0,16.0,0.4,1.0,1.0,0.0
227.0,17.0,0.4,0.0,1.0,1.0
227.0,18.0,0.4,1.0,1.0,0.0
227.0,19.0,0.4,0.0,0.0,0.0
227.0,20.0,0.4,0.0,0.0,0.0
227.0,21.0,0.4,0.0,0.0,1.0
227.0,22.0,0.4,1.0,0.0,1.0
227.0,23.0,0.4,1.0,0.0,2.0
227.0,24.0,0.4,2.0,0.0,2.0
227.0,25.0,0.4,2.0,0.0,3.0
227.0,26.0,0.4,3.0,1.0,0.0
227.0,27.0,0.4,0.0,0.0,0.0
227.0,28.0,0.4,0.0,0.0,0.0
227.0,29.0,0.4,0.0,0.0,0.0
227.0,30.0,0.4,0.0,0.0,1.0
227.0,31.0,0.4,1.0,0.0,2.0
227.0,32.0,0.4,2.0,1.0,0.0
227.0,33.0,0.4,0.0,0.0,1.0
227.0,34.0,0.4,1.0,1.0,0.0
228.0,0.0,0.0,1.0,1.0,0.0
228.0,1.0,0.0,0.0,0.0,1.0
228.0,2.0,0.0,1.0,0.0,2.0
228.0,3.0,0.0,2.0,0.0,3.0
228.0,4.0,0.0,3.0,1.0,0.0
228.0,5.0,0.0,0.0,0.0,1.0
228.0,6.0,0.0,1.0,0.0,2.0
228.0,7.0,0.0,2.0,1.0,0.0
228.0,8.0,0.0,0.0,0.0,1.0
228.0,9.0,0.0,1.0,0.0,1.0
228.0,10.0,0.0,1.0,0.0,2.0
228.0,11.0,0.0,2.0,0.0,2.0
228.0,12.0,0.0,2.0,0.0,3.0
228.0,13.0,0.0,3.0,1.0,0.0
228.0,14.0,0.0,0.0,1.0,0.0
228.0,15.0,0.0,0.0,0.0,1.0
228.0,16.0,0.0,1.0,0.0,2.0
228.0,17.0,0.0,2.0,0.0,2.0
228.0,18.0,0.0,2.0,0.0,3.0
228.0,19.0,0.0,3.0,0.0,4.0
228.0,20.0,0.0,4.0,0.0,4.0
228.0,21.0,0.0,4.0,1.0,0.0
228.0,22.0,0.0,0.0,0.0,1.0
228.0,23.0,0.0,1.0,0.0,2.0
228.0,24.0,0.0,2.0,0.0,3.0
228.0,25.0,0.0,3.0,1.0,0.0
228.0,26.0,0.0,0.0,0.0,0.0
228.0,27.0,0.0,0.0,0.0,1.0
228.0,28.0,0.0,1.0,0.0,2.0
228.0,29.0,0.0,2.0,1.0,1.0
228.0,30.0,0.0,1.0,0.0,2.0
228.0,31.0,0.0,2.0,1.0,0.0
228.0,32.0,0.0,0.0,0.0,1.0
228.0,33.0,0.0,1.0,0.0,2.0
228.0,34.0,0.0,2.0,0.0,2.0
229.0,0.0,0.4,4.0,1.0,0.0
229.0,1.0,0.4,0.0,1.0,0.0
229.0,2.0,0.4,0.0,0.0,1.0
229.0,3.0,0.4,1.0,0.0,2.0
229.0,4.0,0.4,2.0,0.0,3.0
229.0,5.0,0.4,3.0,1.0,0.0
229.0,6.0,0.4,0.0,0.0,1.0
229.0,7.0,0.4,1.0,0.0,2.0
229.0,8.0,0.4,2.0,1.0,0.0
229.0,9.0,0.4,0.0,0.0,0.0
229.0,10.0,0.4,0.0,0.0,1.0
229.0,11.0,0.4,1.0,1.0,0.0
229.0,12.0,0.4,0.0,1.0,0.0
229.0,13.0,0.4,0.0,0.0,1.0
229.0,14.0,0.4,1.0,1.0,0.0
229.0,15.0,0.4,0.0,0.0,1.0
229.0,16.0,0.4,1.0,1.0,0.0
229.0,17.0,0.4,0.0,1.0,0.0
229.0,18.0,0.4,0.0,0.0,0.0
229.0,19.0,0.4,0.0,0.0,1.0
229.0,20.0,0.4,1.0,1.0,0.0
229.0,21.0,0.4,0.0,0.0,1.0
229.0,22.0,0.4,1.0,0.0,2.0
229.0,23.0,0.4,2.0,0.0,3.0
229.0,24.0,0.4,3.0,0.0,3.0
229.0,25.0,0.4,3.0,1.0,1.0
229.0,26.0,0.4,1.0,1.0,1.0
229.0,27.0,0.4,1.0,0.0,1.0
229.0,28.0,0.4,1.0,0.0,2.0
229.0,29.0,0.4,2.0,0.0,3.0
229.0,30.0,0.4,3.0,0.0,4.0
229.0,31.0,0.4,4.0,1.0,0.0
229.0,32.0,0.4,0.0,0.0,1.0
229.0,33.0,0.4,1.0,1.0,0.0
229.0,34.0,0.4,0.0,0.0,1.0
230.0,0.0,0.0,4.0,1.0,0.0
230.0,1.0,0.0,0.0,0.0,1.0
230.0,2.0,0.0,1.0,1.0,0.0
230.0,3.0,0.0,0.0,0.0,0.0
230.0,4.0,0.0,0.0,0.0,1.0
230.0,5.0,0.0,1.0,0.0,1.0
230.0,6.0,0.0,1.0,0.0,1.0
230.0,7.0,0.0,1.0,1.0,0.0
230.0,8.0,0.0,0.0,0.0,1.0
230.0,9.0,0.0,1.0,0.0,2.0
230.0,10.0,0.0,2.0,1.0,0.0
230.0,11.0,0.0,0.0,0.0,1.0
230.0,12.0,0.0,1.0,0.0,1.0
230.0,13.0,0.0,1.0,1.0,0.0
230.0,14.0,0.0,0.0,0.0,1.0
230.0,15.0,0.0,1.0,0.0,2.0
230.0,16.0,0.0,2.0,0.0,3.0
230.0,17.0,0.0,3.0,1.0,1.0
230.0,18.0,0.0,1.0,0.0,1.0
230.0,19.0,0.0,1.0,0.0,1.0
230.0,20.0,0.0,1.0,1.0,1.0
230.0,21.0,0.0,1.0,0.0,2.0
230.0,22.0,0.0,2.0,1.0,0.0
230.0,23.0,0.0,0.0,0.0,0.0
230.0,24.0,0.0,0.0,0.0,1.0
230.0,25.0,0.0,1.0,0.0,2.0
230.0,26.0,0.0,2.0,0.0,3.0
230.0,27.0,0.0,3.0,0.0,4.0
230.0,28.0,0.0,4.0,1.0,0.0
230.0,29.0,0.0,0.0,0.0,1.0
230.0,30.0,0.0,1.0,0.0,2.0
230.0,31.0,0.0,2.0,1.0,0.0
230.0,32.0,0.0,0.0,0.0,1.0
230.0,33.0,0.0,1.0,0.0,2.0
230.0,34.0,0.0,2.0,1.0,0.0
231.0,0.0,0.4,0.0,0.0,1.0
231.0,1.0,0.4,1.0,0.0,2.0
231.0,2.0,0.4,2.0,1.0,0.0
231.0,3.0,0.4,0.0,0.0,1.0
231.0,4.0,0.4,1.0,1.0,1.0
231.0,5.0,0.4,1.0,0.0,2.0
231.0,6.0,0.4,2.0,0.0,2.0
231.0,7.0,0.4,2.0,1.0,0.0
231.0,8.0,0.4,0.0,0.0,1.0
231.0,9.0,0.4,1.0,0.0,2.0
231.0,10.0,0.4,2.0,0.0,2.0
231.0,11.0,0.4,2.0,1.0,0.0
231.0,12.0,0.4,0.0,0.0,1.0
231.0,13.0,0.4,1.0,1.0,0.0
231.0,14.0,0.4,0.0,0.0,1.0
231.0,15.0,0.4,1.0,1.0,0.0
231.0,16.0,0.4,0.0,0.0,0.0
231.0,17.0,0.4,0.0,0.0,1.0
231.0,18.0,0.4,1.0,1.0,0.0
231.0,19.0,0.4,0.0,0.0,1.0
231.0,20.0,0.4,1.0,0.0,1.0
231.0,21.0,0.4,1.0,0.0,2.0
231.0,22.0,0.4,2.0,0.0,3.0
231.0,23.0,0.4,3.0,1.0,0.0
231.0,24.0,0.4,0.0,0.0,1.0
231.0,25.0,0.4,1.0,1.0,1.0
231.0,26.0,0.4,1.0,1.0,0.0
231.0,27.0,0.4,0.0,1.0,1.0
231.0,28.0,0.4,1.0,0.0,1.0
231.0,29.0,0.4,1.0,1.0,0.0
231.0,30.0,0.4,0.0,1.0,0.0
231.0,31.0,0.4,0.0,0.0,1.0
231.0,32.0,0.4,1.0,1.0,0.0
231.0,33.0,0.4,0.0,0.0,0.0
231.0,34.0,0.4,0.0,0.0,1.0
232.0,0.0,0.0,4.0,0.0,4.0
232.0,1.0,0.0,4.0,0.0,4.0
232.0,2.0,0.0,4.0,1.0,0.0
232.0,3.0,0.0,0.0,0.0,0.0
232.0,4.0,0.0,0.0,0.0,1.0
232.0,5.0,0.0,1.0,1.0,0.0
232.0,6.0,0.0,0.0,0.0,1.0
232.0,7.0,0.0,1.0,0.0,2.0
232.0,8.0,0.0,2.0,1.0,0.0
232.0,9.0,0.0,0.0,0.0,1.0
232.0,10.0,0.0,1.0,0.0,2.0
232.0,11.0,0.0,2.0,0.0,2.0
232.0,12.0,0.0,2.0,0.0,3.0
232.0,13.0,0.0,3.0,1.0,0.0
232.0,14.0,0.0,0.0,0.0,1.0
232.0,15.0,0.0,1.0,0.0,1.0
232.0,16.0,0.0,1.0,1.0,0.0
232.0,17.0,0.0,0.0,0.0,1.0
232.0,18.0,0.0,1.0,0.0,2.0
232.0,19.0,0.0,2.0,1.0,0.0
232.0,20.0,0.0,0.0,0.0,0.0
232.0,21.0,0.0,0.0,0.0,1.0
232.0,22.0,0.0,1.0,0.0,1.0
232.0,23.0,0.0,1.0,0.0,1.0
232.0,24.0,0.0,1.0,0.0,2.0
232.0,25.0,0.0,2.0,1.0,0.0
232.0,26.0,0.0,0.0,0.0,1.0
232.0,27.0,0.0,1.0,0.0,2.0
232.0,28.0,0.0,2.0,1.0,0.0
232.0,29.0,0.0,0.0,0.0,1.0
232.0,30.0,0.0,1.0,0.0,1.0
232.0,31.0,0.0,1.0,0.0,2.0
232.0,32.0,0.0,2.0,1.0,0.0
232.0,33.0,0.0,0.0,0.0,0.0
232.0,34.0,0.0,0.0,0.0,1.0
233.0,0.0,0.4,4.0,1.0,0.0
233.0,1.0,0.4,0.0,0.0,1.0
233.0,2.0,0.4,1.0,1.0,0.0
233.0,3.0,0.4,0.0,1.0,0.0
233.0,4.0,0.4,0.0,0.0,1.0
233.0,5.0,0.4,1.0,0.0,1.0
233.0,6.0,0.4,1.0,1.0,0.0
233.0,7.0,0.4,0.0,0.0,1.0
233.0,8.0,0.4,1.0,0.0,2.0
233.0,9.0,0.4,2.0,1.0,1.0
233.0,10.0,0.4,1.0,1.0,0.0
233.0,11.0,0.4,0.0,0.0,1.0
233.0,12.0,0.4,1.0,1.0,0.0
233.0,13.0,0.4,0.0,0.0,0.0
233.0,14.0,0.4,0.0,0.0,1.0
233.0,15.0,0.4,1.0,0.0,1.0
233.0,16.0,0.4,1.0,1.0,0.0
233.0,17.0,0.4,0.0,1.0,1.0
233.0,18.0,0.4,1.0,1.0,0.0
233.0,19.0,0.4,0.0,0.0,0.0
233.0,20.0,0.4,0.0,0.0,1.0
233.0,21.0,0.4,1.0,1.0,0.0
233.0,22.0,0.4,0.0,0.0,1.0
233.0,23.0,0.4,1.0,0.0,1.0
233.0,24.0,0.4,1.0,1.0,0.0
233.0,25.0,0.4,0.0,0.0,1.0
233.0,26.0,0.4,1.0,0.0,2.0
233.0,27.0,0.4,2.0,0.0,3.0
233.0,28.0,0.4,3.0,1.0,0.0
233.0,29.0,0.4,0.0,0.0,1.0
233.0,30.0,0.4,1.0,1.0,0.0
233.0,31.0,0.4,0.0,1.0,0.0
233.0,32.0,0.4,0.0,1.0,0.0
233.0,33.0,0.4,0.0,1.0,0.0
233.0,34.0,0.4,0.0,0.0,1.0
234.0,0.0,0.0,0.0,0.0,1.0
234.0,1.0,0.0,1.0,0.0,2.0
234.0,2.0,0.0,2.0,1.0,0.0
234.0,3.0,0.0,0.0,0.0,1.0
234.0,4.0,0.0,1.0,0.0,2.0
234.0,5.0,0.0,2.0,0.0,3.0
234.0,6.0,0.0,3.0,1.0,1.0
234.0,7.0,0.0,1.0,0.0,1.0
234.0,8.0,0.0,1.0,1.0,0.0
234.0,9.0,0.0,0.0,0.0,1.0
234.0,10.0,0.0,1.0,0.0,2.0
234.0,11.0,0.0,2.0,1.0,0.0
234.0,12.0,0.0,0.0,0.0,1.0
234.0,13.0,0.0,1.0,0.0,2.0
234.0,14.0,0.0,2.0,1.0,1.0
234.0,15.0,0.0,1.0,0.0,1.0
234.0,16.0,0.0,1.0,1.0,0.0
234.0,17.0,0.0,0.0,0.0,0.0
234.0,18.0,0.0,0.0,1.0,0.0
234.0,19.0,0.0,0.0,0.0,1.0
234.0,20.0,0.0,1.0,0.0,2.0
234.0,21.0,0.0,2.0,0.0,3.0
234.0,22.0,0.0,3.0,0.0,4.0
234.0,23.0,0.0,4.0,1.0,0.0
234.0,24.0,0.0,0.0,0.0,1.0
234.0,25.0,0.0,1.0,1.0,0.0
234.0,26.0,0.0,0.0,0.0,1.0
234.0,27.0,0.0,1.0,1.0,0.0
234.0,28.0,0.0,0.0,1.0,0.0
234.0,29.0,0.0,0.0,0.0,1.0
234.0,30.0,0.0,1.0,0.0,2.0
234.0,31.0,0.0,2.0,1.0,0.0
234.0,32.0,0.0,0.0,0.0,0.0
234.0,33.0,0.0,0.0,1.0,0.0
234.0,34.0,0.0,0.0,0.0,1.0
235.0,0.0,0.4,3.0,1.0,0.0
235.0,1.0,0.4,0.0,0.0,1.0
235.0,2.0,0.4,1.0,0.0,2.0
235.0,3.0,0.4,2.0,1.0,0.0
235.0,4.0,0.4,0.0,0.0,1.0
235.0,5.0,0.4,1.0,0.0,2.0
235.0,6.0,0.4,2.0,0.0,3.0
235.0,7.0,0.4,3.0,0.0,4.0
235.0,8.0,0.4,4.0,0.0,4.0
235.0,9.0,0.4,4.0,0.0,4.0
235.0,10.0,0.4,4.0,1.0,0.0
235.0,11.0,0.4,0.0,0.0,1.0
235.0,12.0,0.4,1.0,1.0,0.0
235.0,13.0,0.4,0.0,0.0,0.0
235.0,14.0,0.4,0.0,0.0,1.0
235.0,15.0,0.4,1.0,1.0,1.0
235.0,16.0,0.4,1.0,0.0,2.0
235.0,17.0,0.4,2.0,1.0,1.0
235.0,18.0,0.4,1.0,0.0,1.0
235.0,19.0,0.4,1.0,0.0,2.0
235.0,20.0,0.4,2.0,1.0,0.0
235.0,21.0,0.4,0.0,0.0,1.0
235.0,22.0,0.4,1.0,0.0,1.0
235.0,23.0,0.4,1.0,0.0,2.0
235.0,24.0,0.4,2.0,1.0,0.0
235.0,25.0,0.4,0.0,0.0,1.0
235.0,26.0,0.4,1.0,0.0,1.0
235.0,27.0,0.4,1.0,0.0,1.0
235.0,28.0,0.4,1.0,0.0,1.0
235.0,29.0,0.4,1.0,0.0,2.0
235.0,30.0,0.4,2.0,0.0,3.0
235.0,31.0,0.4,3.0,1.0,0.0
235.0,32.0,0.4,0.0,0.0,0.0
235.0,33.0,0.4,0.0,1.0,0.0
235.0,34.0,0.4,0.0,0.0,0.0
236.0,0.0,0.0,1.0,0.0,2.0
236.0,1.0,0.0,2.0,1.0,0.0
236.0,2.0,0.0,0.0,0.0,1.0
236.0,3.0,0.0,1.0,0.0,2.0
236.0,4.0,0.0,2.0,1.0,0.0
236.0,5.0,0.0,0.0,1.0,0.0
236.0,6.0,0.0,0.0,0.0,1.0
236.0,7.0,0.0,1.0,0.0,2.0
236.0,8.0,0.0,2.0,0.0,3.0
236.0,9.0,0.0,3.0,1.0,0.0
236.0,10.0,0.0,0.0,1.0,0.0
236.0,11.0,0.0,0.0,0.0,0.0
236.0,12.0,0.0,0.0,0.0,1.0
236.0,13.0,0.0,1.0,0.0,2.0
236.0,14.0,0.0,2.0,0.0,3.0
236.0,15.0,0.0,3.0,0.0,4.0
236.0,16.0,0.0,4.0,1.0,0.0
236.0,17.0,0.0,0.0,0.0,1.0
236.0,18.0,0.0,1.0,0.0,1.0
236.0,19.0,0.0,1.0,0.0,2.0
236.0,20.0,0.0,2.0,1.0,0.0
236.0,21.0,0.0,0.0,0.0,1.0
236.0,22.0,0.0,1.0,0.0,2.0
236.0,23.0,0.0,2.0,1.0,0.0
236.0,24.0,0.0,0.0,1.0,1.0
236.0,25.0,0.0,1.0,0.0,2.0
236.0,26.0,0.0,2.0,1.0,0.0
236.0,27.0,0.0,0.0,0.0,0.0
236.0,28.0,0.0,0.0,1.0,0.0
236.0,29.0,0.0,0.0,0.0,1.0
236.0,30.0,0.0,1.0,0.0,2.0
236.0,31.0,0.0,2.0,0.0,3.0
236.0,32.0,0.0,3.0,0.0,4.0
236.0,33.0,0.0,4.0,1.0,0.0
236.0,34.0,0.0,0.0,0.0,1.0
237.0,0.0,0.4,0.0,1.0,0.0
237.0,1.0,0.4,0.0,0.0,1.0
237.0,2.0,0.4,1.0,0.0,2.0
237.0,3.0,0.4,2.0,1.0,1.0
237.0,4.0,0.4,1.0,1.0,0.0
237.0,5.0,0.4,0.0,1.0,0.0
237.0,6.0,0.4,0.0,0.0,1.0
237.0,7.0,0.4,1.0,0.0,1.0
237.0,8.0,0.4,1.0,1.0,0.0
237.0,9.0,0.4,0.0,0.0,1.0
237.0,10.0,0.4,1.0,0.0,2.0
237.0,11.0,0.4,2.0,0.0,2.0
237.0,12.0,0.4,2.0,0.0,3.0
237.0,13.0,0.4,3.0,1.0,0.0
237.0,14.0,0.4,0.0,0.0,1.0
237.0,15.0,0.4,1.0,0.0,1.0
237.0,16.0,0.4,1.0,0.0,2.0
237.0,17.0,0.4,2.0,1.0,1.0
237.0,18.0,0.4,1.0,0.0,2.0
237.0,19.0,0.4,2.0,0.0,2.0
237.0,20.0,0.4,2.0,0.0,3.0
237.0,21.0,0.4,3.0,0.0,4.0
237.0,22.0,0.4,4.0,1.0,0.0
237.0,23.0,0.4,0.0,0.0,1.0
237.0,24.0,0.4,1.0,1.0,0.0
237.0,25.0,0.4,0.0,0.0,1.0
237.0,26.0,0.4,1.0,0.0,2.0
237.0,27.0,0.4,2.0,1.0,0.0
237.0,28.0,0.4,0.0,0.0,1.0
237.0,29.0,0.4,1.0,1.0,0.0
